Main_ID,EventYear,Collected,Raised,NonFund,Donated,Participant,Volunteer,CorpSponsor,Fundraiser,RegFeePaid,CCWaived,TeamID,MinFund,Commitment,Virtual,CompanyID,RestrictedFund,UniqueID,EventName,RaisedMembers,Event,FRChangeDate,FBFundraiserID,FBDonationID,FBAdjustments,FBChangeDate
44078-3,2023,0,0,0,0,true,false,false,false,false,false,"1,211",0,0,true,NULL,NULL,B6DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44079-6,2023,0,0,0,0,true,false,false,false,false,false,"1,212",0,0,true,NULL,NULL,B7DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"38,497.1",NULL,2023-11-20 15:35:19.133,NULL,NULL,0,NULL
44080-6,2023,0,0,0,0,true,false,false,false,false,false,"1,213",0,0,true,NULL,NULL,B8DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"14,953.95",NULL,2023-12-06 17:00:06.507,NULL,NULL,0,NULL
44081-9,2023,0,0,0,0,true,false,false,false,false,false,"1,214",0,0,true,NULL,NULL,B9DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44082-2,2023,0,0,0,0,true,false,false,false,false,false,"1,215",0,0,true,NULL,NULL,BADEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44083-5,2023,0,0,0,0,true,false,false,false,false,false,"1,216",0,0,true,NULL,NULL,BBDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44084-8,2023,0,0,0,0,true,false,false,false,false,false,"1,217",0,0,true,NULL,NULL,BCDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"43,114",NULL,2023-11-15 08:55:18.117,NULL,NULL,0,NULL
44085-1,2023,0,0,0,0,true,false,false,false,false,false,"1,218",0,0,true,NULL,NULL,BDDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44086-4,2023,0,0,0,0,true,false,false,false,false,false,"1,219",0,0,true,NULL,NULL,BEDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44087-7,2023,0,0,0,0,true,false,false,false,false,false,"1,220",0,0,true,NULL,NULL,BFDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44088-0,2023,0,0,0,0,true,false,false,false,false,false,"1,221",0,0,true,NULL,NULL,C0DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44089-3,2023,0,0,0,0,true,false,false,false,false,false,"1,222",0,0,true,NULL,NULL,C1DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"50,012.67",NULL,2023-11-02 16:35:12.167,NULL,NULL,0,NULL
44090-3,2023,"1,000","1,000",0,0,true,false,false,true,false,false,"1,223",0,0,true,NULL,TR,C2DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"544,610.58",NULL,2023-11-21 13:15:00.410,NULL,NULL,0,NULL
44091-6,2023,"1,016","1,016",0,0,true,false,false,true,false,false,NULL,0,0,true,NULL,NULL,001C3C0A-D42E-EE11-80A4-0A4CF4968877,PMC,0,V,2023-08-03 12:56:17.383,NULL,NULL,0,NULL
44092-9,2023,200,200,0,0,true,false,false,true,false,false,"1,224",0,0,true,NULL,NULL,C3DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"29,850",NULL,2023-10-02 16:57:20.610,NULL,NULL,0,NULL
44093-2,2023,0,0,0,0,true,false,false,false,false,false,"1,225",0,0,true,NULL,NULL,C4DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44094-5,2023,50,50,0,0,true,false,false,true,false,false,"1,226",0,0,true,NULL,NULL,C5DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"273,478.2",NULL,2023-11-15 11:00:13.343,NULL,NULL,0,NULL
44095-8,2023,0,0,0,0,true,false,false,false,false,false,"1,227",0,0,true,NULL,NULL,C6DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44096-1,2023,0,0,0,0,true,false,false,false,false,false,"1,228",0,0,true,NULL,NULL,C7DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"14,968",NULL,2023-10-11 07:40:00.517,NULL,NULL,0,NULL
44099-0,2023,0,0,0,0,true,false,false,false,false,false,"1,231",0,0,true,NULL,NULL,C8DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44100-9,2023,0,0,0,0,true,false,false,false,false,false,"1,232",0,0,true,NULL,NULL,C9DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44101-2,2023,0,0,0,0,true,false,false,false,false,false,"1,233",0,0,true,NULL,NULL,CADEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44102-5,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,7C055C71-F01F-EE11-93E6-00237D21B888,PMC,0,NULL,2023-07-11 09:40:06.103,NULL,NULL,0,NULL
44103-8,2023,0,0,0,0,true,false,false,false,false,false,"1,234",0,0,true,NULL,NULL,CBDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44104-1,2023,100,100,0,0,true,false,false,true,false,false,"1,235",0,0,true,NULL,NULL,CCDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"6,490",NULL,2023-09-22 10:05:17.697,NULL,NULL,0,NULL
44106-7,2023,0,0,0,0,true,false,false,false,false,false,"1,236",0,0,true,NULL,NULL,CDDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44108-3,2023,0,0,0,0,true,false,false,false,false,false,"1,237",0,0,true,NULL,NULL,CEDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"32,508.69",NULL,2023-10-01 15:05:15.860,NULL,NULL,0,NULL
44109-6,2023,"21,858","21,858",0,0,true,false,false,true,false,false,"1,238",0,0,true,NULL,NULL,CFDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"235,898.05",NULL,2023-12-01 12:00:08.823,NULL,NULL,0,NULL
44110-6,2023,0,0,0,0,true,false,false,false,false,false,"1,239",0,0,true,NULL,NULL,D0DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44112-2,2023,0,0,0,0,true,false,false,false,false,false,"1,318",0,0,true,NULL,NULL,D1DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44113-5,2023,0,0,0,0,true,false,false,false,false,false,"1,241",0,0,true,NULL,NULL,D2DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44115-1,2023,0,0,0,0,true,false,false,false,false,false,"1,243",0,0,true,NULL,NULL,D3DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"56,639",NULL,2023-12-01 12:05:09.350,NULL,NULL,0,NULL
44116-4,2023,0,0,0,0,true,false,false,false,false,false,"1,244",0,0,true,NULL,NULL,D4DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44117-7,2023,0,0,0,0,true,false,false,false,false,false,"1,245",0,0,true,NULL,NULL,D5DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44118-0,2023,0,0,0,0,true,false,false,false,false,false,"1,246",0,0,true,NULL,NULL,D6DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44119-3,2023,250,250,0,0,true,false,false,true,false,false,"1,247",0,0,true,NULL,NULL,D7DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"37,634.36",NULL,2023-11-17 11:10:27.170,NULL,NULL,0,NULL
44120-3,2023,0,0,0,0,true,false,false,false,false,false,"1,248",0,0,true,NULL,NULL,D8DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"4,000",NULL,2023-10-05 12:40:10.070,NULL,NULL,0,NULL
44121-6,2023,0,0,0,0,true,false,false,false,false,false,"1,249",0,0,true,NULL,NULL,D9DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44122-9,2023,0,0,0,0,true,false,false,false,false,false,"1,250",0,0,true,NULL,NULL,DADEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44123-2,2023,0,0,0,0,true,false,false,false,false,false,"1,251",0,0,true,NULL,NULL,DBDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"16,324",NULL,2023-10-26 13:25:04.000,812649740527978,6717042338403834,"12,738",2023-10-26 13:31:29.710
44124-5,2023,"10,517","10,517",0,0,true,false,false,true,false,false,"1,384",0,0,true,NULL,XJ,B031AA6F-0B91-ED11-B382-0A4CF4968877,PMC,0,V,2023-09-19 22:50:01.303,1051587492494754,7229273403783349,72,2023-09-19 23:01:26.413
44125-8,2023,0,0,0,0,true,false,false,false,false,false,"1,252",0,0,true,NULL,NULL,DCDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44127-4,2023,0,0,0,0,true,false,false,false,false,false,"1,253",0,0,true,NULL,NULL,DDDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44129-0,2023,0,0,0,0,true,false,false,false,false,false,"1,254",0,0,true,NULL,NULL,DEDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44130-0,2023,0,0,0,0,true,false,false,false,false,false,"1,255",0,0,true,NULL,NULL,DFDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44131-3,2023,0,0,0,0,true,false,false,false,false,false,"1,256",0,0,true,NULL,NULL,E0DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44132-6,2023,0,0,0,0,true,false,false,false,false,false,"1,257",0,0,true,NULL,NULL,E1DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"5,710",NULL,2023-12-06 15:05:11.990,NULL,NULL,0,NULL
44139-7,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,7C6C5812-DFFB-ED11-93E6-00237D21B888,PMC,0,NULL,2023-05-26 12:05:03.240,NULL,NULL,0,NULL
44142-3,2023,0,0,0,0,true,false,false,false,false,false,"1,258",0,0,true,NULL,NULL,E2DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44144-9,2023,"10,510.49","10,110.49",400,0,true,false,false,true,true,false,"1,593","6,000","6,000",false,NULL,NULL,8563F32B-2890-ED11-B382-0A4CF4968877,PMC,0,3,2023-09-26 10:25:05.523,NULL,NULL,0,NULL
44146-5,2023,0,0,0,0,true,false,false,false,false,false,"1,260",0,0,true,NULL,NULL,C650B552-2677-ED11-8A40-00237D21B888,PMC,"208,232.43",NULL,2023-11-30 12:50:07.910,NULL,NULL,0,NULL
44146-5,2023,0,0,0,0,false,false,false,false,false,false,"1,260",0,0,false,NULL,NULL,C02E8F0B-BFD3-ED11-8450-00237D21B888,Unpaved,"9,757",NULL,2023-11-03 13:20:08.613,NULL,NULL,0,NULL
44147-8,2023,0,0,0,0,true,false,false,false,false,false,"1,261",0,0,true,NULL,NULL,E3DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44148-1,2023,0,0,0,0,true,false,false,false,false,false,"1,262",0,0,true,NULL,NULL,E4DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44149-4,2023,0,0,0,0,true,false,false,false,false,false,"1,263",0,0,true,NULL,NULL,E5DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"14,125",NULL,2023-11-16 11:40:06.090,NULL,NULL,0,NULL
44150-4,2023,0,0,0,0,true,false,false,false,false,false,"1,264",0,0,true,NULL,NULL,E6DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"115,896.22",NULL,2023-12-01 12:05:01.663,NULL,NULL,0,NULL
44151-7,2023,0,0,0,0,true,false,false,false,false,false,"1,265",0,0,true,NULL,NULL,E7DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44152-0,2023,0,0,0,0,true,false,false,false,false,false,"1,266",0,0,true,NULL,NULL,E8DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44153-3,2023,0.2,0.2,0,0,true,false,false,true,false,false,"1,267",0,0,true,NULL,NULL,E9DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"963,147.2",NULL,2023-12-01 12:05:02.700,NULL,NULL,0,NULL
44154-6,2023,0,0,0,0,true,false,false,false,false,false,"1,268",0,0,true,NULL,NULL,EADEE1FA-D889-ED11-B73F-00237D21B888,PMC,"98,673.54",NULL,2023-12-05 16:05:00.800,NULL,NULL,0,NULL
44155-9,2023,0,0,0,0,true,false,false,false,false,false,"1,269",0,0,true,NULL,NULL,EBDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"102,100.75",NULL,2023-10-13 14:55:02.867,NULL,NULL,0,NULL
44155-9,2023,0,0,0,0,false,false,false,false,false,false,"1,269",0,0,false,NULL,NULL,F28D61D6-C1D3-ED11-8450-00237D21B888,Unpaved,"4,000",NULL,2023-11-02 11:58:21.870,NULL,NULL,0,NULL
44156-2,2023,0,0,0,0,true,false,false,false,false,false,"1,270",0,0,true,NULL,NULL,ECDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44157-5,2023,0,0,0,0,true,false,false,false,false,false,"1,271",0,0,true,NULL,NULL,EDDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44158-8,2023,0,0,0,0,true,false,false,false,false,false,"1,272",0,0,true,NULL,NULL,EEDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44159-1,2023,0,0,0,0,true,false,false,false,false,false,"1,273",0,0,true,NULL,NULL,EFDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"154,277.93",NULL,2023-11-14 09:20:12.157,NULL,NULL,0,NULL
44160-1,2023,0,0,0,0,true,false,false,false,false,false,"1,274",0,0,true,NULL,NULL,F0DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"57,217.7",NULL,2023-11-13 19:55:06.293,NULL,NULL,0,NULL
44162-7,2023,0,0,0,0,true,false,false,false,false,false,"1,275",0,0,true,NULL,NULL,F1DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44165-6,2023,0,0,0,0,true,false,false,false,false,false,"1,276",0,0,true,NULL,NULL,F2DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44166-9,2023,0,0,0,0,true,false,false,false,false,false,"1,277",0,0,true,NULL,NULL,F3DEE1FA-D889-ED11-B73F-00237D21B888,PMC,"22,109.15",NULL,2023-11-16 15:15:46.610,NULL,NULL,0,NULL
44167-2,2023,0,0,0,0,true,false,false,false,false,false,"1,278",0,0,true,NULL,NULL,F4DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44168-5,2023,0,0,0,0,true,false,false,false,false,false,"1,279",0,0,true,NULL,NULL,F5DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44169-8,2023,0,0,0,0,true,false,false,false,false,false,"1,280",0,0,true,NULL,NULL,F6DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44170-8,2023,0,0,0,0,true,false,false,false,false,false,"1,281",0,0,true,NULL,NULL,F7DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44171-1,2023,0,0,0,0,true,false,false,false,false,false,"1,282",0,0,true,NULL,NULL,F8DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44172-4,2023,0,0,0,0,true,false,false,false,false,false,"1,283",0,0,true,NULL,NULL,F9DEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,0,NULL
44173-7,2023,0,0,0,0,true,false,false,false,false,false,"1,284",0,0,true,NULL,NULL,FADEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44176-6,2023,0,0,0,0,true,false,false,false,false,false,"1,285",0,0,true,NULL,NULL,FBDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44178-2,2023,0,0,0,0,true,false,false,false,false,false,"1,299",0,0,true,NULL,NULL,FCDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"88,135.66",NULL,2023-11-13 18:00:07.847,NULL,NULL,0,NULL
44179-5,2023,"1,293.75","1,293.75",0,0,true,false,false,true,false,false,"1,300",0,0,true,NULL,NULL,FDDEE1FA-D889-ED11-B73F-00237D21B888,PMC,"477,951.69",NULL,2023-12-05 08:00:17.777,NULL,NULL,0,NULL
44179-5,2023,0,0,0,0,false,false,false,false,false,false,"1,300",0,0,false,NULL,NULL,799E2547-BA36-EE11-93E6-00237D21B888,Unpaved,"1,500",NULL,2023-11-02 11:58:21.607,NULL,NULL,0,NULL
44180-5,2023,0,0,0,0,true,false,false,false,false,false,"1,303",0,0,true,NULL,NULL,FEDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44181-8,2023,0,0,0,0,true,false,false,false,false,false,"1,305",0,0,true,NULL,NULL,FFDEE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44186-3,2023,0,0,0,0,true,false,false,false,false,false,"1,309",0,0,true,NULL,NULL,00DFE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44188-9,2023,0,0,0,0,true,false,false,false,false,false,"1,333",0,0,true,NULL,NULL,01DFE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44189-2,2023,0,0,0,0,true,false,false,false,false,false,"1,335",0,0,true,NULL,NULL,02DFE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44190-2,2023,0,0,0,0,true,false,false,false,false,false,"1,336",0,0,true,NULL,NULL,03DFE1FA-D889-ED11-B73F-00237D21B888,PMC,"4,035.3",NULL,2023-09-28 21:40:00.230,NULL,NULL,0,NULL
44191-5,2023,0,0,0,0,true,false,false,false,false,false,"1,337",0,0,true,NULL,NULL,04DFE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44193-1,2023,119.61,119.61,0,0,true,false,false,true,false,false,"1,340",0,0,true,NULL,NULL,05DFE1FA-D889-ED11-B73F-00237D21B888,PMC,"41,216.55",NULL,2023-09-29 16:36:02.533,NULL,NULL,0,NULL
44194-4,2023,0,0,0,0,true,false,false,false,false,false,"1,341",0,0,true,NULL,NULL,06DFE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44195-7,2023,0,0,0,0,true,false,false,false,false,false,"1,348",0,0,true,NULL,NULL,07DFE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44196-0,2023,0,0,0,0,true,false,false,false,false,false,"1,349",0,0,true,NULL,NULL,08DFE1FA-D889-ED11-B73F-00237D21B888,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
44213-4,2023,"35,003.81",0,"35,003.81",0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,B02F540E-D6ED-ED11-93E6-00237D21B888,PMC,0,NULL,2023-05-11 17:44:58.043,NULL,NULL,0,NULL
44213-4,2023,80,0,80,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,12EED236-8DAC-ED11-8450-00237D21B888,Winter-Cycle-Boston,0,NULL,2023-02-14 12:30:03.850,NULL,NULL,0,NULL
46004-8,2023,50,50,0,0,false,true,false,true,false,false,NULL,0,0,false,NULL,NULL,A028830C-B313-EE11-80A4-0A4CF4968877,PMC,0,NULL,2023-08-16 09:50:04.223,NULL,NULL,0,NULL
46085-7,2023,"8,285","8,285",0,0,true,true,false,true,false,false,"1,836",0,0,true,NULL,PG,0BAA1BE8-758B-ED11-B73F-00237D21B888,PMC,0,V,2023-12-05 13:30:00.377,NULL,NULL,0,NULL
46095-4,2023,25,25,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,7AA4D95A-22A6-ED11-8450-00237D21B888,PMC,0,NULL,2023-02-06 08:35:00.393,NULL,NULL,0,NULL
46097-0,2023,75,75,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,19585513-00BA-ED11-8450-00237D21B888,PMC,0,NULL,2023-05-23 09:40:00.157,NULL,NULL,0,NULL
46105-0,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,A3191B65-BD2C-EE11-80A4-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46128-3,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,605EE68A-50BD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46145-8,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,E0182BE5-3C98-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46163-6,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,3B0F690A-5F47-EE11-93E6-00237D21B888,PMC,0,NULL,2023-08-30 14:00:03.277,NULL,NULL,0,NULL
46166-5,2023,75,75,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,6BD21A21-62D9-ED11-8450-00237D21B888,PMC,0,NULL,2023-09-05 21:40:03.647,NULL,NULL,0,NULL
46195-3,2023,"2,299","2,101",198,0,true,true,false,true,true,false,921,"2,000","2,000",false,NULL,NULL,903C1A40-8E92-ED11-B382-0A4CF4968877,PMC,0,O,2023-08-14 13:21:08.370,123895787327424,7304867519529140,0,2023-08-15 13:47:20.603
46211-4,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,80B53959-2DE8-ED11-B383-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46211-4,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,608C8EA3-A645-EE11-80A4-0A4CF4968877,Unpaved,0,NULL,NULL,NULL,NULL,NULL,NULL
46235-0,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,50E0A3C3-C4BD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46236-3,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,000BEF1F-C5BD-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46238-9,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,E00E1E15-0EAE-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46240-2,2023,"14,545.75","13,465.75","1,080",0,true,false,false,true,false,false,NULL,0,0,true,NULL,NULL,3A813585-5FB8-ED11-8450-00237D21B888,PMC,0,V,2023-10-04 08:20:00.837,NULL,NULL,0,NULL
46248-6,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,300DFE96-B717-EE11-80A4-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46261-9,2023,0,0,0,0,false,false,false,false,false,false,NULL,0,0,false,NULL,NULL,B96F6132-0A2E-EE11-93E6-00237D21B888,PMC,0,NULL,2023-10-20 15:47:32.023,NULL,NULL,0,NULL
46262-2,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,9087DF70-3F0E-EE11-80A4-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
46269-3,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,F02D1A61-0657-EE11-80A4-0A4CF4968877,Unpaved,0,NULL,NULL,NULL,NULL,NULL,NULL
48017-0,2023,255,255,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,541FB7C9-58B8-ED11-8450-00237D21B888,PMC,0,NULL,2023-11-17 10:15:18.533,NULL,NULL,0,NULL
48027-7,2023,"6,318","6,000",318,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,60A8A900-4F91-ED11-B382-0A4CF4968877,PMC,0,3,2023-10-05 12:38:37.033,NULL,NULL,0,NULL
48040-0,2023,75,75,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,8D615833-A4CC-ED11-8450-00237D21B888,PMC,0,NULL,2023-08-05 21:30:05.090,NULL,NULL,0,NULL
48073-0,2023,"24,601.69","24,270.69",331,0,true,false,false,true,true,false,NULL,"6,000","6,000",false,NULL,NULL,B030ECBB-DB8D-ED11-B382-0A4CF4968877,PMC,0,3,2023-12-04 14:38:26.767,NULL,NULL,0,NULL
48075-6,2023,"12,364.33","11,779.33",585,0,true,false,false,true,true,false,877,"6,000","6,000",false,NULL,NULL,37EEE252-E57F-ED11-8A40-00237D21B888,PMC,0,1,2023-11-15 14:50:38.327,1617814078740028,9948640771873706,197.1,2023-11-15 12:17:02.853
48080-8,2023,"6,325","6,000",325,0,true,false,false,true,true,false,912,"6,000","6,000",false,NULL,KW,502AA215-3991-ED11-B382-0A4CF4968877,PMC,0,3,2023-10-05 12:36:51.460,NULL,NULL,0,NULL
48094-7,2023,"21,080","20,755",325,0,true,false,false,true,true,false,"1,512","6,000","6,000",false,NULL,NULL,F13A7125-5D8D-ED11-B382-0A4CF4968877,PMC,0,1,2023-11-02 16:34:06.233,NULL,NULL,0,NULL
48095-0,2023,"12,599","11,710",889,0,true,false,false,true,true,false,994,"6,000","6,000",false,NULL,AF,F03EB06D-048D-ED11-B382-0A4CF4968877,PMC,0,8,2023-10-26 14:54:55.720,NULL,NULL,0,NULL
48096-3,2023,"9,592","9,217",375,0,true,false,false,true,true,false,114,"6,000","6,000",false,NULL,AF,D571285E-018D-ED11-B382-0A4CF4968877,PMC,0,8,2023-09-26 09:45:36.377,NULL,NULL,0,NULL
48124-7,2023,50,50,0,0,false,false,false,true,false,false,NULL,0,0,false,NULL,NULL,342EAA68-E79B-ED11-8450-00237D21B888,PMC,0,NULL,2023-03-17 08:07:54.380,NULL,NULL,0,NULL
48139-9,2023,0,0,0,0,false,true,false,false,false,false,NULL,0,0,false,NULL,NULL,A053E91A-65B8-ED11-B382-0A4CF4968877,PMC,0,NULL,NULL,NULL,NULL,NULL,NULL
